Location.Country|Location.Region|Location.Altitude.Average|Year|Data.Type.Species|Data.Scores.Total
Nicaragua|dala|272|2011|Arabica|66
Ethiopia|kiambu|329|2017|Robusta|60
Sumatra|santa rosa|1031|2010|Arabica|67
Peru|comayagua|250|2011|Arabica|73
Sumatra|santa rosa|1043|2016|Arabica|81
India|kiambu|1071|2012|Arabica|77
Nicaragua|huehuetenango|1917|2011|Arabica|72
Ethiopia|comayagua|1561|2015|Arabica|87
Brazil|vercruz|605|2014|Robusta|64
Sumatra|kiambu|1582|2016|Arabica|89
Ethiopia|vercruz|1005|2016|Robusta|87
Colombia|huehuetenango|1491|2016|Arabica|77
Sumatra|san marcos|1803|2015|Arabica|90
Guatemala|comayagua|1056|2017|Arabica|81
Nicaragua|santa rosa|795|2012|Robusta|85
Colombia|vercruz|1704|2010|Arabica|65
Sumatra|comayagua|1738|2013|Arabica|68
Peru|ocotepeque|902|2018|Arabica|84
Nicaragua|san marcos|5|2013|Arabica|60
Sumatra|santa rosa|678|2012|Arabica|68
India|dala|1058|2010|Robusta|65
Vietnam|jalapa|0|2016|Robusta|61
Peru|comayagua|263|2010|Arabica|69
Sumatra|kiambu|1426|2010|Robusta|83
Guatemala|santa rosa|1082|2014|Arabica|90
Brazil|san marcos|1732|2014|Arabica|67
Colombia|dala|479|2013|Arabica|66
Peru|huehuetenango|1785|2014|Arabica|77
Brazil|dala|1165|2012|Arabica|81
Guatemala|vercruz|815|2012|Arabica|81
Peru|san marcos|908|2011|Arabica|81
Ethiopia|vercruz|224|2017|Arabica|78
Colombia|san marcos|1461|2010|Arabica|66
Ethiopia|dala|1724|2017|Arabica|77
India|vercruz|726|2014|Arabica|88
Ethiopia|dala|824|2014|Arabica|70
Brazil|oriente|1375|2010|Arabica|74
Ethiopia|vercruz|1405|2013|Arabica|65
Nicaragua|comayagua|397|2016|Arabica|68
Ethiopia|oriente|1972|2014|Arabica|72
Mexico|oriente|1802|2016|Arabica|74
Peru|vercruz|229|2011|Arabica|67
India|vercruz|1235|2013|Arabica|72
India|huehuetenango|830|2017|Arabica|73
Nicaragua|comayagua|1237|2011|Arabica|90
Sumatra|ocotepeque|269|2013|Arabica|65
Vietnam|comayagua|600|2012|Arabica|60
Guatemala|comayagua|1819|2012|Arabica|64
Mexico|oriente|987|2014|Arabica|61
Sumatra|oriente|196|2018|Arabica|71
Mexico|comayagua|1638|2013|Arabica|81
Brazil|comayagua|441|2018|Arabica|73
Mexico|san marcos|1561|2018|Arabica|69
Mexico|san marcos|412|2011|Arabica|77
Vietnam|jalapa|788|2016|Arabica|72
Nicaragua|san marcos|1624|2014|Arabica|89
Nicaragua|huehuetenango|1464|2017|Arabica|63
India|comayagua|1839|2016|Arabica|76
Guatemala|vercruz|815|2010|Arabica|78
Peru|dala|1587|2014|Arabica|82
Guatemala|san marcos|138|2016|Arabica|71
Sumatra|huehuetenango|1846|2018|Arabica|87
Colombia|santa rosa|1603|2018|Arabica|81
Nicaragua|comayagua|940|2012|Arabica|79
Mexico|santa rosa|1346|2018|Arabica|86
Nicaragua|oriente|1162|2018|Arabica|61
Nicaragua|ocotepeque|1727|2018|Arabica|69
India|san marcos|1097|2017|Robusta|64
Guatemala|vercruz|583|2012|Arabica|69
India|san marcos|374|2014|Arabica|84
Colombia|huehuetenango|495|2014|Arabica|79
Nicaragua|ocotepeque|942|2010|Arabica|78
Ethiopia|huehuetenango|1689|2018|Arabica|67
Sumatra|jalapa|1901|2014|Arabica|60
Peru|huehuetenango|684|2010|Robusta|62
Brazil|oriente|85|2018|Arabica|74
Colombia|oriente|1898|2011|Arabica|77
India|dala|709|2011|Robusta|85
Sumatra|comayagua|278|2014|Arabica|84
India|huehuetenango|36|2011|Arabica|85
Peru|comayagua|2000|2018|Robusta|69
Mexico|kiambu|772|2016|Arabica|89
Brazil|vercruz|669|2014|Arabica|60
Mexico|santa rosa|129|2014|Arabica|63
Ethiopia|jalapa|327|2017|Arabica|73
Guatemala|comayagua|1230|2016|Arabica|88
India|huehuetenango|1936|2013|Arabica|76
India|oriente|1616|2010|Arabica|88
Brazil|vercruz|98|2010|Arabica|72
Guatemala|san marcos|1779|2018|Arabica|79
Sumatra|san marcos|408|2017|Arabica|82
Colombia|jalapa|1711|2014|Arabica|83
Vietnam|dala|273|2014|Arabica|90
Nicaragua|vercruz|1324|2015|Robusta|87
Ethiopia|huehuetenango|1389|2010|Arabica|69
Nicaragua|vercruz|1547|2010|Arabica|87
Sumatra|vercruz|519|2016|Arabica|88
Guatemala|san marcos|1214|2014|Arabica|74
Mexico|huehuetenango|1648|2015|Arabica|77
Nicaragua|dala|747|2016|Arabica|86
Nicaragua|dala|1280|2013|Robusta|88
Mexico|kiambu|522|2016|Robusta|89
Guatemala|vercruz|854|2015|Arabica|67
Ethiopia|oriente|1525|2017|Arabica|83
Mexico|san marcos|652|2018|Arabica|79
Vietnam|santa rosa|0|2011|Arabica|81
Brazil|vercruz|824|2018|Arabica|88
India|san marcos|1033|2010|Arabica|86
Nicaragua|kiambu|1500|2017|Arabica|69
Vietnam|ocotepeque|269|2018|Arabica|74
Colombia|huehuetenango|564|2010|Arabica|74
Sumatra|oriente|994|2011|Arabica|85
Brazil|kiambu|1216|2016|Arabica|60
India|oriente|179|2015|Arabica|87
Nicaragua|oriente|479|2011|Arabica|87
Peru|vercruz|1817|2014|Arabica|79
Sumatra|comayagua|117|2014|Arabica|78
Guatemala|vercruz|1809|2018|Arabica|76
Nicaragua|oriente|526|2018|Arabica|64
Sumatra|santa rosa|738|2017|Arabica|78
Peru|kiambu|1039|2017|Arabica|72
Guatemala|kiambu|238|2012|Arabica|86
Mexico|oriente|1895|2014|Arabica|80
Vietnam|ocotepeque|1890|2014|Robusta|76
Guatemala|vercruz|969|2015|Arabica|69
India|vercruz|672|2018|Arabica|75
Peru|san marcos|1674|2014|Arabica|68
Mexico|santa rosa|444|2017|Arabica|64
India|comayagua|789|2011|Arabica|81
Ethiopia|oriente|1426|2016|Arabica|82
Vietnam|oriente|1213|2015|Arabica|78
Nicaragua|oriente|123|2015|Arabica|61
Vietnam|comayagua|815|2015|Robusta|80
Ethiopia|oriente|651|2010|Arabica|64
Guatemala|santa rosa|1585|2012|Arabica|81
Sumatra|jalapa|1043|2014|Arabica|65
Guatemala|kiambu|763|2011|Robusta|60
Vietnam|huehuetenango|384|2011|Arabica|67
Brazil|san marcos|881|2014|Arabica|68
Peru|jalapa|1130|2012|Arabica|66
Mexico|comayagua|733|2018|Arabica|63
Mexico|santa rosa|1080|2016|Arabica|60
Guatemala|vercruz|633|2018|Arabica|67
Vietnam|ocotepeque|227|2016|Arabica|64
Nicaragua|kiambu|1875|2015|Arabica|69
Brazil|ocotepeque|375|2011|Arabica|69
Guatemala|dala|1529|2010|Arabica|89
Nicaragua|ocotepeque|20|2016|Arabica|75
India|kiambu|1468|2016|Arabica|61
Mexico|kiambu|226|2015|Arabica|79
India|comayagua|1296|2011|Arabica|67
Sumatra|kiambu|392|2016|Arabica|76
India|santa rosa|187|2018|Arabica|82
Brazil|oriente|657|2018|Arabica|71
Colombia|huehuetenango|1359|2012|Arabica|79
Ethiopia|comayagua|264|2015|Robusta|84
Colombia|san marcos|670|2015|Arabica|63
Colombia|huehuetenango|1868|2011|Arabica|75
Sumatra|comayagua|1172|2017|Arabica|71
Ethiopia|oriente|1651|2015|Arabica|63
Nicaragua|san marcos|677|2014|Robusta|81
Peru|jalapa|1383|2012|Robusta|74
Brazil|san marcos|617|2011|Arabica|65
Guatemala|jalapa|458|2016|Arabica|83
Colombia|kiambu|526|2018|Arabica|87
Sumatra|oriente|1891|2011|Robusta|78
Guatemala|san marcos|1757|2012|Arabica|79
Vietnam|jalapa|1631|2013|Arabica|85
Ethiopia|dala|1632|2012|Arabica|77
Mexico|santa rosa|1293|2013|Arabica|77
Brazil|santa rosa|622|2013|Arabica|84
Colombia|vercruz|1030|2015|Robusta|85
Sumatra|oriente|199|2010|Arabica|83
Ethiopia|comayagua|132|2016|Arabica|87
Ethiopia|comayagua|767|2014|Robusta|74
Guatemala|oriente|938|2011|Arabica|72
Nicaragua|santa rosa|1027|2012|Arabica|90
Sumatra|vercruz|449|2017|Arabica|84
Brazil|san marcos|1920|2013|Arabica|66
Mexico|san marcos|1380|2015|Arabica|64
Colombia|huehuetenango|793|2011|Arabica|75
Peru|santa rosa|335|2017|Arabica|64
Sumatra|comayagua|403|2012|Arabica|79
India|comayagua|422|2016|Arabica|88
Sumatra|dala|1721|2016|Robusta|85
Ethiopia|dala|1209|2015|Arabica|71
Colombia|dala|1388|2014|Arabica|86
Sumatra|comayagua|1647|2013|Arabica|86
Brazil|vercruz|376|2014|Arabica|87
Ethiopia|santa rosa|60|2016|Arabica|80
Peru|huehuetenango|1084|2018|Arabica|76
India|ocotepeque|196|2016|Arabica|79
Colombia|oriente|1034|2016|Arabica|87
Brazil|ocotepeque|1224|2014|Arabica|73
India|jalapa|1026|2014|Arabica|73
India|vercruz|656|2015|Arabica|67
Colombia|santa rosa|505|2013|Arabica|83
India|santa rosa|1715|2012|Arabica|61
India|vercruz|1657|2013|Arabica|65
Peru|jalapa|92|2014|Arabica|85
Guatemala|ocotepeque|1428|2017|Arabica|76
Brazil|comayagua|238|2012|Arabica|67
Nicaragua|vercruz|82|2012|Robusta|71
India|ocotepeque|1960|2018|Arabica|62
Mexico|kiambu|1109|2010|Arabica|64
Colombia|santa rosa|281|2010|Arabica|83
Mexico|huehuetenango|1049|2018|Arabica|71
Brazil|huehuetenango|990|2014|Arabica|63
Vietnam|san marcos|1777|2015|Arabica|81
India|huehuetenango|835|2018|Robusta|84
India|san marcos|347|2011|Robusta|73
Peru|jalapa|8|2015|Arabica|83
India|oriente|194|2017|Arabica|66
Guatemala|kiambu|1946|2015|Arabica|80
Brazil|santa rosa|1735|2014|Arabica|81
Sumatra|kiambu|1917|2015|Arabica|90
Mexico|oriente|172|2010|Arabica|66
Vietnam|oriente|514|2011|Arabica|77
Ethiopia|san marcos|1429|2013|Arabica|85
Guatemala|oriente|1267|2016|Arabica|79
Peru|san marcos|1044|2010|Arabica|62
Nicaragua|ocotepeque|77|2018|Arabica|84
Guatemala|ocotepeque|1566|2018|Arabica|62
Colombia|oriente|751|2015|Arabica|85
Sumatra|vercruz|349|2018|Arabica|85
Nicaragua|dala|1097|2012|Arabica|81
Brazil|jalapa|1881|2014|Arabica|71
Colombia|oriente|750|2013|Arabica|67
Brazil|kiambu|348|2013|Arabica|62
Mexico|kiambu|955|2012|Arabica|65
Ethiopia|oriente|1427|2015|Arabica|61
Guatemala|huehuetenango|429|2013|Arabica|64
Ethiopia|dala|1831|2017|Arabica|79
Sumatra|jalapa|1464|2013|Arabica|68
India|ocotepeque|575|2017|Arabica|60
Brazil|kiambu|1379|2014|Arabica|85
Guatemala|huehuetenango|862|2014|Arabica|75
Nicaragua|huehuetenango|272|2010|Arabica|71
Brazil|oriente|2000|2011|Arabica|76
Nicaragua|oriente|175|2012|Arabica|75
Mexico|san marcos|1502|2013|Arabica|69
Sumatra|huehuetenango|1645|2012|Arabica|80
Mexico|dala|204|2010|Robusta|81
Colombia|kiambu|842|2010|Arabica|71
Brazil|santa rosa|1852|2016|Arabica|78
India|comayagua|455|2011|Arabica|60
Vietnam|oriente|157|2013|Arabica|80
Ethiopia|kiambu|1586|2010|Arabica|87
Colombia|vercruz|1908|2013|Arabica|67
Guatemala|san marcos|851|2010|Arabica|65
Nicaragua|comayagua|715|2017|Robusta|90
Nicaragua|vercruz|1298|2011|Arabica|90
Colombia|santa rosa|565|2011|Arabica|81
Mexico|san marcos|736|2017|Arabica|81
Peru|dala|205|2010|Arabica|62
Brazil|huehuetenango|1425|2011|Arabica|69
Guatemala|oriente|1774|2013|Robusta|68
Sumatra|dala|852|2014|Arabica|68
Guatemala|dala|1511|2018|Arabica|76
Guatemala|dala|1155|2017|Arabica|75
Mexico|santa rosa|1019|2012|Arabica|64
Guatemala|oriente|1123|2015|Arabica|81
Sumatra|jalapa|1978|2010|Arabica|83
Guatemala|ocotepeque|268|2010|Arabica|77
India|oriente|1682|2014|Arabica|72
Nicaragua|san marcos|1552|2013|Arabica|71
Sumatra|comayagua|1580|2018|Arabica|80
Nicaragua|huehuetenango|794|2015|Arabica|85
Ethiopia|ocotepeque|674|2017|Arabica|89
Colombia|kiambu|31|2014|Arabica|66
Sumatra|jalapa|1592|2016|Arabica|73
Colombia|jalapa|1598|2017|Robusta|78
India|santa rosa|100|2017|Arabica|65
Colombia|jalapa|680|2016|Robusta|89
Nicaragua|jalapa|1951|2018|Arabica|61
Guatemala|ocotepeque|402|2010|Robusta|87
Nicaragua|dala|1976|2013|Arabica|83
Ethiopia|santa rosa|1217|2011|Arabica|65
Vietnam|dala|125|2016|Arabica|65
Ethiopia|huehuetenango|1338|2018|Arabica|76
Peru|huehuetenango|497|2016|Arabica|62
Vietnam|santa rosa|83|2016|Arabica|82
Nicaragua|ocotepeque|248|2010|Arabica|79
Brazil|huehuetenango|800|2014|Arabica|74
Sumatra|oriente|1212|2011|Arabica|84
Peru|ocotepeque|883|2017|Arabica|81
India|dala|815|2012|Arabica|80
Sumatra|comayagua|721|2012|Arabica|75
Ethiopia|comayagua|1765|2017|Robusta|87
Sumatra|jalapa|1049|2015|Arabica|61
Colombia|santa rosa|392|2013|Arabica|64
Ethiopia|san marcos|42|2011|Arabica|69
Guatemala|san marcos|689|2018|Arabica|78
Guatemala|san marcos|489|2018|Robusta|60
Nicaragua|san marcos|1735|2013|Arabica|83
Mexico|huehuetenango|479|2017|Arabica|84
India|vercruz|632|2012|Arabica|89
Nicaragua|jalapa|499|2017|Arabica|77
Vietnam|san marcos|350|2012|Arabica|61
Nicaragua|comayagua|95|2016|Robusta|71
Peru|kiambu|1056|2014|Arabica|74
Ethiopia|oriente|1773|2013|Robusta|86
Guatemala|oriente|1833|2017|Arabica|76
Peru|huehuetenango|3|2010|Arabica|81
Colombia|santa rosa|1479|2014|Arabica|60
Colombia|huehuetenango|667|2014|Arabica|80
Sumatra|huehuetenango|805|2010|Arabica|65
India|vercruz|1718|2011|Arabica|88
Guatemala|comayagua|177|2010|Arabica|88
Colombia|vercruz|860|2010|Robusta|76
Mexico|san marcos|728|2012|Arabica|65
India|ocotepeque|303|2018|Arabica|75
Peru|jalapa|1665|2013|Arabica|83
Colombia|kiambu|1463|2013|Arabica|60
Colombia|santa rosa|1969|2012|Arabica|70
Sumatra|dala|456|2018|Arabica|86
Brazil|vercruz|913|2014|Arabica|61
Guatemala|jalapa|516|2011|Arabica|74
Guatemala|san marcos|49|2017|Arabica|76
Nicaragua|ocotepeque|1256|2010|Robusta|84
Guatemala|vercruz|1167|2012|Arabica|66
India|kiambu|1265|2011|Arabica|79
Ethiopia|vercruz|660|2014|Arabica|81
Nicaragua|san marcos|1342|2013|Arabica|77
Colombia|comayagua|44|2015|Arabica|89
Ethiopia|jalapa|408|2018|Arabica|82
Colombia|kiambu|1219|2014|Arabica|86
Nicaragua|dala|812|2017|Arabica|73
Peru|santa rosa|113|2010|Arabica|72
Sumatra|dala|1210|2017|Arabica|71
India|comayagua|837|2014|Arabica|86
Ethiopia|santa rosa|1215|2016|Arabica|78
Vietnam|vercruz|672|2012|Robusta|79
Guatemala|santa rosa|581|2012|Arabica|71
Nicaragua|jalapa|1835|2014|Arabica|61
Sumatra|dala|968|2018|Arabica|73
India|jalapa|559|2011|Arabica|79
India|oriente|880|2010|Arabica|66
Mexico|dala|1673|2018|Arabica|60
India|huehuetenango|620|2015|Arabica|78
Guatemala|dala|1184|2013|Robusta|83
Peru|ocotepeque|853|2011|Arabica|80
Sumatra|dala|912|2011|Arabica|73
Peru|oriente|1014|2017|Arabica|75
Guatemala|huehuetenango|695|2010|Arabica|71
Mexico|kiambu|1387|2010|Arabica|71
Guatemala|santa rosa|130|2017|Arabica|68
India|kiambu|468|2010|Arabica|89
Nicaragua|comayagua|1975|2012|Arabica|63
Ethiopia|comayagua|1497|2013|Arabica|64
India|ocotepeque|1924|2012|Arabica|62
Vietnam|oriente|1990|2013|Arabica|73
India|comayagua|1623|2013|Arabica|75
Peru|ocotepeque|683|2013|Arabica|76
Vietnam|san marcos|258|2014|Arabica|73
Vietnam|ocotepeque|481|2014|Arabica|88
Ethiopia|comayagua|193|2012|Arabica|76
Sumatra|kiambu|1011|2015|Arabica|87
India|kiambu|743|2015|Arabica|78
Nicaragua|san marcos|1255|2013|Arabica|77
Mexico|ocotepeque|1388|2014|Arabica|75
Colombia|oriente|1854|2018|Arabica|63
Brazil|ocotepeque|479|2014|Arabica|85
Nicaragua|comayagua|100|2016|Arabica|63
India|san marcos|117|2014|Arabica|77
Peru|vercruz|1955|2018|Arabica|61
Mexico|ocotepeque|654|2013|Arabica|60
Sumatra|vercruz|259|2018|Arabica|89
India|ocotepeque|1703|2018|Arabica|74
Ethiopia|comayagua|1383|2012|Arabica|64
Mexico|kiambu|851|2015|Arabica|85
Brazil|jalapa|1829|2018|Arabica|76
Sumatra|jalapa|1362|2018|Arabica|69
Colombia|vercruz|1323|2017|Arabica|73
Ethiopia|oriente|1521|2017|Robusta|81
Colombia|santa rosa|1521|2014|Arabica|82
Nicaragua|ocotepeque|317|2014|Arabica|80
Vietnam|comayagua|97|2015|Arabica|71
Sumatra|comayagua|1202|2014|Arabica|77
Mexico|santa rosa|275|2013|Arabica|84
Guatemala|oriente|1280|2014|Arabica|65
Nicaragua|san marcos|70|2017|Arabica|70
Ethiopia|vercruz|1380|2011|Arabica|67
Nicaragua|jalapa|173|2015|Arabica|64
Vietnam|kiambu|410|2014|Arabica|72
Peru|ocotepeque|338|2014|Arabica|69
Brazil|oriente|1804|2014|Arabica|81
Brazil|oriente|129|2018|Arabica|66
Brazil|ocotepeque|760|2017|Arabica|85
Peru|san marcos|1102|2011|Arabica|85
Colombia|vercruz|844|2016|Robusta|79
India|ocotepeque|1630|2015|Robusta|71
Colombia|jalapa|871|2015|Arabica|83
Colombia|comayagua|1470|2018|Arabica|63
Sumatra|comayagua|15|2011|Arabica|78
Ethiopia|santa rosa|1196|2017|Arabica|61
Brazil|comayagua|1085|2015|Arabica|69
Vietnam|jalapa|778|2016|Arabica|77
Sumatra|santa rosa|1331|2014|Arabica|84
Sumatra|kiambu|89|2015|Arabica|76
Peru|kiambu|1983|2011|Arabica|61
Colombia|vercruz|1274|2013|Arabica|88
Nicaragua|santa rosa|1591|2013|Arabica|61
Nicaragua|oriente|670|2011|Arabica|87
Guatemala|vercruz|1492|2016|Arabica|69
Mexico|ocotepeque|687|2014|Arabica|77
Guatemala|ocotepeque|1918|2012|Arabica|81
India|dala|464|2016|Arabica|65
India|santa rosa|414|2015|Arabica|65
Nicaragua|dala|1677|2017|Arabica|62
Nicaragua|santa rosa|1499|2015|Arabica|69
Brazil|san marcos|744|2013|Arabica|67
Mexico|san marcos|1932|2013|Arabica|78
Vietnam|dala|1950|2016|Arabica|80
Brazil|jalapa|38|2011|Arabica|78
Ethiopia|ocotepeque|1805|2012|Arabica|86
Ethiopia|dala|1149|2013|Arabica|69
Nicaragua|ocotepeque|730|2013|Arabica|70
Brazil|ocotepeque|839|2018|Arabica|85
Mexico|ocotepeque|1058|2011|Arabica|82
Ethiopia|santa rosa|957|2015|Arabica|71
Peru|ocotepeque|1888|2015|Robusta|74
Peru|oriente|1450|2014|Arabica|63
Mexico|dala|174|2017|Arabica|85
Nicaragua|kiambu|1501|2018|Arabica|90
Sumatra|vercruz|1373|2014|Arabica|69
Brazil|santa rosa|1503|2018|Arabica|76
Colombia|dala|1251|2018|Arabica|86
Ethiopia|huehuetenango|1971|2010|Arabica|61
Mexico|jalapa|422|2014|Arabica|76
Brazil|comayagua|534|2017|Arabica|82
Sumatra|kiambu|219|2018|Arabica|72
Vietnam|jalapa|1737|2013|Arabica|72
Vietnam|huehuetenango|185|2015|Arabica|63
Vietnam|ocotepeque|300|2010|Arabica|89
Sumatra|vercruz|322|2017|Robusta|87
India|santa rosa|1580|2010|Robusta|76
Mexico|huehuetenango|711|2017|Arabica|68
Nicaragua|san marcos|1625|2015|Arabica|62
Sumatra|comayagua|1773|2011|Arabica|83
Peru|huehuetenango|875|2015|Arabica|67
Mexico|san marcos|738|2018|Arabica|63
Ethiopia|comayagua|1516|2015|Arabica|60
India|oriente|1747|2015|Arabica|83
Brazil|ocotepeque|756|2010|Robusta|78
Sumatra|oriente|1073|2014|Arabica|84
India|dala|750|2012|Arabica|76
Vietnam|ocotepeque|1298|2016|Arabica|64
Peru|ocotepeque|1734|2012|Robusta|73
Guatemala|kiambu|560|2010|Arabica|73
Guatemala|vercruz|1558|2015|Arabica|80
Ethiopia|ocotepeque|696|2016|Arabica|70
Colombia|ocotepeque|1244|2014|Arabica|79
Colombia|vercruz|1021|2012|Arabica|75
Sumatra|oriente|497|2017|Arabica|71
India|huehuetenango|874|2012|Arabica|84
Sumatra|vercruz|1907|2014|Arabica|65
Nicaragua|vercruz|1568|2016|Arabica|87
Peru|kiambu|1772|2012|Arabica|74
India|comayagua|1888|2010|Arabica|72
Brazil|jalapa|1447|2014|Robusta|88
India|comayagua|1560|2012|Arabica|63
Sumatra|jalapa|445|2015|Arabica|68
Colombia|kiambu|332|2011|Arabica|87
Brazil|dala|118|2011|Arabica|62
Mexico|vercruz|553|2011|Arabica|86
Ethiopia|huehuetenango|684|2010|Arabica|89
Peru|jalapa|148|2018|Arabica|80
India|kiambu|1826|2011|Arabica|78
Sumatra|santa rosa|942|2018|Robusta|65
Colombia|comayagua|362|2013|Arabica|81
Mexico|santa rosa|1362|2013|Arabica|67
Ethiopia|oriente|650|2018|Arabica|70
Mexico|kiambu|392|2011|Arabica|80
Colombia|kiambu|1918|2014|Arabica|79
Ethiopia|santa rosa|1240|2014|Arabica|77
Ethiopia|dala|211|2010|Arabica|71
Peru|comayagua|333|2012|Arabica|84
Colombia|dala|645|2010|Arabica|80
Colombia|comayagua|1129|2010|Arabica|61
Ethiopia|jalapa|1582|2017|Arabica|90
Guatemala|huehuetenango|49|2013|Arabica|74
Nicaragua|dala|1057|2017|Arabica|87
Peru|kiambu|205|2015|Arabica|81
Ethiopia|kiambu|1186|2016|Arabica|60
Peru|huehuetenango|773|2010|Arabica|85
India|santa rosa|670|2013|Arabica|78
Brazil|kiambu|1422|2015|Arabica|75
Ethiopia|ocotepeque|531|2016|Arabica|66
Vietnam|dala|995|2011|Arabica|76
Mexico|huehuetenango|1673|2012|Arabica|69
Guatemala|vercruz|500|2017|Arabica|77
India|ocotepeque|48|2014|Arabica|72
Mexico|jalapa|1566|2013|Arabica|77
Mexico|jalapa|1237|2017|Arabica|61
Colombia|jalapa|574|2017|Arabica|72
Peru|dala|265|2011|Arabica|78
Peru|jalapa|850|2015|Arabica|87
Sumatra|comayagua|1462|2014|Arabica|77
Nicaragua|oriente|473|2010|Arabica|61
Peru|dala|442|2014|Arabica|68
Mexico|vercruz|683|2011|Robusta|85
Guatemala|jalapa|1451|2011|Arabica|62
India|huehuetenango|1747|2018|Robusta|80
Peru|oriente|138|2016|Arabica|76
India|santa rosa|181|2013|Arabica|80
India|kiambu|847|2017|Arabica|81
Mexico|san marcos|1354|2012|Arabica|63
Nicaragua|oriente|337|2011|Arabica|77
Mexico|oriente|1421|2018|Arabica|90
Colombia|san marcos|1137|2011|Arabica|63
Peru|huehuetenango|1939|2013|Arabica|71
India|jalapa|1329|2014|Arabica|78
Sumatra|vercruz|1912|2013|Arabica|73
India|jalapa|1974|2017|Arabica|81
Brazil|vercruz|401|2016|Arabica|64
Guatemala|santa rosa|1808|2013|Arabica|85
Nicaragua|ocotepeque|45|2010|Arabica|68
Sumatra|oriente|224|2016|Arabica|90
Nicaragua|jalapa|825|2012|Arabica|80
Nicaragua|comayagua|1425|2014|Arabica|65
Peru|huehuetenango|1501|2017|Arabica|62
Ethiopia|oriente|1617|2013|Arabica|88
Ethiopia|oriente|1737|2017|Arabica|74
India|san marcos|364|2016|Arabica|84
Mexico|santa rosa|842|2017|Arabica|79
India|jalapa|1338|2015|Arabica|86
Mexico|vercruz|1839|2016|Arabica|68
Ethiopia|jalapa|189|2012|Robusta|78
Peru|kiambu|404|2013|Arabica|60
Ethiopia|kiambu|1889|2013|Arabica|81
Vietnam|vercruz|1823|2016|Robusta|66
Colombia|huehuetenango|330|2014|Arabica|66
India|san marcos|229|2014|Robusta|78
Mexico|oriente|989|2012|Arabica|79
Sumatra|san marcos|1757|2011|Arabica|85
Guatemala|dala|683|2010|Arabica|82
Ethiopia|dala|1127|2012|Arabica|83
Guatemala|huehuetenango|18|2014|Arabica|81
Nicaragua|oriente|1288|2011|Arabica|87
Peru|ocotepeque|569|2014|Arabica|69
Ethiopia|san marcos|995|2018|Arabica|63
India|san marcos|1772|2011|Arabica|75
Colombia|comayagua|1776|2011|Arabica|70
Mexico|huehuetenango|594|2014|Arabica|85
Guatemala|vercruz|687|2011|Arabica|89
Brazil|jalapa|470|2017|Arabica|75
Ethiopia|santa rosa|1398|2012|Robusta|69
Guatemala|vercruz|1008|2010|Arabica|61
Sumatra|vercruz|1961|2014|Arabica|65
Sumatra|kiambu|1795|2017|Arabica|68
Peru|huehuetenango|737|2011|Arabica|73
Brazil|dala|1551|2018|Arabica|83
Mexico|santa rosa|1280|2010|Arabica|89
Colombia|san marcos|896|2012|Arabica|78
Nicaragua|jalapa|522|2018|Arabica|81
India|jalapa|720|2012|Robusta|89
India|ocotepeque|1554|2010|Arabica|73
Peru|ocotepeque|981|2015|Arabica|90
Colombia|ocotepeque|1161|2014|Arabica|65
Nicaragua|jalapa|877|2010|Arabica|81
Guatemala|dala|588|2013|Arabica|89
Vietnam|dala|1690|2014|Arabica|75
Colombia|dala|6|2011|Arabica|78
Guatemala|kiambu|1687|2014|Arabica|63
Sumatra|comayagua|760|2011|Arabica|65
Brazil|huehuetenango|294|2011|Arabica|60
Ethiopia|santa rosa|168|2018|Arabica|90
India|vercruz|494|2018|Arabica|81
Brazil|kiambu|713|2011|Arabica|68
India|ocotepeque|699|2013|Robusta|76
Mexico|dala|1842|2018|Arabica|89
Peru|ocotepeque|452|2017|Arabica|73
Nicaragua|ocotepeque|1642|2017|Arabica|73
India|comayagua|46|2012|Arabica|86
Peru|san marcos|1182|2011|Arabica|68
Sumatra|ocotepeque|551|2017|Arabica|65
Sumatra|oriente|729|2013|Arabica|74
Colombia|santa rosa|367|2016|Arabica|63
Nicaragua|kiambu|280|2010|Arabica|66
Vietnam|huehuetenango|1338|2010|Arabica|76
Vietnam|dala|260|2010|Arabica|71
India|kiambu|1203|2013|Arabica|66
Brazil|vercruz|564|2013|Robusta|76
India|kiambu|699|2018|Arabica|64
Sumatra|jalapa|837|2011|Arabica|64
Peru|san marcos|606|2015|Arabica|76
Vietnam|comayagua|1406|2015|Arabica|88
India|kiambu|1123|2014|Arabica|87
Brazil|san marcos|776|2013|Arabica|87
India|kiambu|1377|2010|Arabica|76
Peru|oriente|1845|2013|Arabica|79
India|vercruz|1500|2015|Arabica|66
Sumatra|huehuetenango|1694|2012|Arabica|87
Peru|santa rosa|1823|2011|Arabica|71
Ethiopia|santa rosa|1506|2014|Arabica|67
Nicaragua|oriente|1171|2017|Arabica|65
Ethiopia|vercruz|247|2014|Arabica|63
Peru|kiambu|296|2015|Arabica|68
Vietnam|jalapa|911|2013|Arabica|71
Peru|vercruz|219|2014|Arabica|83
Peru|santa rosa|1047|2016|Arabica|71
Ethiopia|ocotepeque|1853|2015|Arabica|63
Brazil|jalapa|1714|2014|Arabica|70
Ethiopia|santa rosa|1728|2016|Arabica|63
Nicaragua|vercruz|1488|2011|Arabica|73
Colombia|dala|1287|2012|Robusta|84
India|huehuetenango|805|2012|Arabica|80
Ethiopia|ocotepeque|1245|2016|Arabica|83
